"Service Name","Status","Timestamp","Action Taken"
"CompassService","Not Found","2025-09-19T13:05:01.4278348-05:00","Service does not exist"
"AlertonCompassIgnite1","Not Found","2025-09-19T13:05:01.4408267-05:00","Service does not exist"
"Alerton Compass Kafka","Not Found","2025-09-19T13:05:01.4488265-05:00","Service does not exist"
"EthuioService","Not Found","2025-09-19T13:05:01.4568267-05:00","Service does not exist"
"AlertonPointDataService1","Not Found","2025-09-19T13:05:01.4668207-05:00","Service does not exist"
